MGI symbol	NCBI gene ID	Gene Synonym
Olfr1019	259017	MOR180-1
Nfkbie	18037	
A330023F24Rik		
Gm12736		
Gm32842		
Rufy3	52822	2810428M05Rik
Rufy3	52822	6330416M07Rik
Rufy3	52822	D5Bwg0860e
Rufy3	52822	Rpipx
Gm19744		
Ccz1	231874	
Olfr1020	258573	GA_x6K02T2Q125-47327964-47328917
Olfr1020	258573	MOR201-2
Nr0b1	11614	Ahc
Nr0b1	11614	Ahch
Nr0b1	11614	AHX
Nr0b1	11614	DAX-1
Nr0b1	11614	Dax1
Gm43747		
Cd207	246278	Langerin
Gm807	328320	LOC328320
Gm15984		
Gm47067		
Gm37132		
Gm37334		
Olfr1021-ps1		GA_x6K02T2Q125-47341896-47342835
Olfr1021-ps1		MOR201-1
Gm32250		
Gm16897		
Gm11415		
Olfr1022		GA_x6K02T2Q125-47347069-47348016
Olfr1022		MOR196-1
Zfp366		DC-SCRIPT
Gm43847		
Gm14817		
Gm38395		
Cyp3a11		Cyp3a
Cyp3a11		IIIAm1
Cyp3a11		Pcn
6030471H07Rik		
Tenm3	23965	2610100B16Rik
Tenm3	23965	Odz3
Tenm3	23965	Ten-m3
Kcnd3os		1700095B22Rik
Pdzd4	245469	D130075J17Rik
Pdzd4	245469	Kiaa1444-hp
Pdzd4	245469	LU1
Pdzd4	245469	PDZD4
Pdzd4	245469	Pdzk4
Pdzd4	245469	PDZRN4L
Pdzd4	245469	Pdzrnk4l
Pdzd4	245469	Xlu
Cd34	12490	
Il15ra	16169	
Gm13329		
Gm2830		Gm16247
Gm9333		
Cd3g	12502	Ctg-3
Cd3g	12502	Ctg3
Cd3g	12502	T3g
Gm12416		
Gm28793		
Epb42	13828	Epb4.2
Gm49352		
Amy2b		Amy-X
Amy2b		Amy2-2
Amy2b		mAmy2-1
Gm14396		
Cts3	117066	1600000I23Rik
4930567H12Rik		
Gm13330		
A930004D18Rik		
Gm6565		
Gm44116		
Gm44108		
Baz1b	22385	Wbscr9
Baz1b	22385	WSTF
Snrpa	53607	C430021M15Rik
Snrpa	53607	Rnu1a1
Snrpa	53607	U1 snRNP
Snrpa	53607	U1A
Aldh9a1	56752	ESTM40
Aldh9a1	56752	TMABA-DH
Shq1	72171	2810403P18Rik
Shq1	72171	Grim-1
2310001H17Rik		
Amy2-ps1		EG668723
Cltc	67300	CHC
4930562D21Rik		
Skida1	72668	2810030E01Rik
Skida1	72668	5730507N06Rik
Gm49564		
Vsx2	12677	Chx10
Vsx2	12677	Hox-10
Vsx2	12677	Hox10
Hmgxb3	106894	2510002C16Rik
Hmgxb3	106894	A630042L21Rik
Gm15782		EG665426
Gm12916		
Gm15784		EG622481
Fga	14161	ENSMUSG00000059807
Fga	14161	Fib
Gm15786		EG665441
Gm7560		
Gm15783		
Psmg2	107047	1700017I17Rik
Psmg2	107047	Clast3
Psmg2	107047	Tnfsf5ip1
Tceanc	245695	A630018P17Rik
Tceanc	245695	LOC245695
Gm29705		
Gm2383		
Gm35572		Gm45755
Gm47861		
Dph2	67728	9130020C19Rik
Dph2	67728	Dph2l2
1700021L23Rik		
4933435F18Rik		
Tor1a	30931	DQ2
Tor1a	30931	Dyt1
Tor1a	30931	Tor1a
Tor1a	30931	torsinA
Vax2	24113	
Gm7726		
1700057H15Rik		
Tnfaip3	21929	A20
Tnfaip3	21929	Tnfip3
Tnfaip3	21929	zinc finger protein A20
Ctsm	64139	1600027J17Rik
Ctsm	64139	Cat M
Ctsm	64139	Catm
Gm30459	102632369	
Vax2os		Vax2os1
Vax2os		Vax2os2
Slc12a3	20497	NCC
Slc12a3	20497	TSC
Tmem129		0610039G24Rik
Tmem129		2410015J15Rik
Med29		2810405O22Rik
Med29		Ixl
Ints14	69882	2010321M09Rik
Ints14	69882	Vwa9
Gm42431		
Inpp5a	212111	
Gm43624		
Gm43115		
Olfr185-ps1		GA_x54KRFPKG5P-55252177-55251410
Ocm		
Olfr186	258318	GA_x54KRFPKG5P-55257214-55256285
Olfr186	258318	MOR183-9
Tm2d1	94043	2310026L18Rik
Tm2d1	94043	Bbp
Gm44710		
Terb1	320022	4930532D21Rik
Terb1	320022	Ccdc79
Gm32552		
Itpkc	233011	9130023N17Rik
Gm40773		
Zfp36		Nup475
Zfp36		Tis11
Zfp36		Tristetraprolin
Zfp36		Ttp
Zfp36		Zfp-36
Gm14046		
Gm43615		
Gm49702		
4933411E08Rik	71067	
Adcy5	224129	AC5
Tacc3	21335	Aint
Tacc3	21335	Arnt interacting protein
Gm37852		
Gm26925		
5330439M10Rik		
Bub1b	12236	BUBR1
Wdr55	67936	2410080P20Rik
Lmtk2	231876	2900041G10Rik
Lmtk2	231876	A330101P12Rik
Lmtk2	231876	AATYK2
Lmtk2	231876	BREK
Lmtk2	231876	cprk
Lmtk2	231876	KPI-2
Lmtk2	231876	KPI2
Stk35	67333	1700054C12Rik
Stk35	67333	CLIK1
Stk35	67333	CLP-36 interacting kinase
Esm1	71690	0610042H23Rik
BC024978	414069	
9630010A21Rik		
Mpg	268395	3-methyladenine DNA glycosylase
Mpg	268395	Aag
Mpg	268395	alkylpurine-DNA-N-glycosylase
Mpg	268395	APNG
Mpg	268395	Mid1
Gm37027		
Gm29017		
Gm19125		
Nsa2-ps1		
Gm27151		
Odf2l	52184	4733401D09Rik
Odf2l	52184	9630045K08Rik
Gm45772		
Mpp4	227157	DLG6
Gm50136		
Gzmk	14945	
Dpy30	66310	2810410M20Rik
Csf1r	12978	CD115
Csf1r	12978	CSF-1R
Csf1r	12978	Csfmr
Csf1r	12978	Fim-2
Csf1r	12978	Fim2
Csf1r	12978	Fms
Csf1r	12978	M-CSFR
C330002G04Rik		
Sh2d7	244885	4933412E14Rik
Dnd1	213236	RBMS4
Dnd1	213236	Ter
Alad	17025	Lv
Gm21655		
1700025J12Rik	69407	
Gm21663	100862349	
4933432K03Rik		
Trpm3	226025	6330504P12Rik
Trpm3	226025	B930001P07Rik
Trpm3	226025	LTRPC3
Trpm3	226025	melastatin 2
Trpm3	226025	MLSN2
Cib2	56506	2810434I23Rik
Cib2	56506	calcium binding protein Kip2
Gm21671		
Gm6216		
Hs3st2	195646	6430516N12Rik
Hs3st2	195646	A830061E14Rik
Gm20091		
Gm17644		
Gm8601		
Gm29663		
Gm47212		
Gm36635		
Rps3a3		Gm9000
Gm32914		Gm44269
Gm31227		
Gm33843		
Gm48505		
Gm36736		Gm45077
Zfp13	22654	Krox-8
Zfp13	22654	Zfp-13
Rab14	68365	0610030G24Rik
Rab14	68365	2810475J17Rik
Rab14	68365	A830021G03Rik
Rab14	68365	D030017L14Rik
Slc35b2	73836	1110003M08Rik
Slc35b2	73836	PAPST1
Gm43135		
P4ha3	320452	D930031A02Rik
Clpsl2		Gm749
Clpsl2		LOC328788
Gm43134		
Bag5	70369	1600025G07Rik
Bag5	70369	4930405J06Rik
Egr2	13654	Egr-2
Egr2	13654	Krox-20
Egr2	13654	Krox20
Egr2	13654	NGF1-B
Egr2	13654	Zfp-25
Gm18702		
4930429D17Rik	74624	
Nbeal2	235627	1110014F23Rik
Map10	74393	4933403G14Rik
Gm42619		
1700021F02Rik	75519	Gm42618
Btg1	12226	
Fbln2	14115	5730577E14Rik
Tekt1	21689	MT14
5430427N15Rik		
Brd3os	100504116	D2Bwg1423e
Brd3os	100504116	Gm20071
Erlin1	226144	2810439N09Rik
Erlin1	226144	Keo4
Erlin1	226144	Spfh1
Snap91	20616	91kDa
Snap91	20616	AP180
Snap91	20616	F1-20
Camk2b	12323	CaMK II
Gm48507		
Fars2	69955	2810431B21Rik
Fars2	69955	6720478K01Rik
Fars2	69955	Fars1
Ptcd2	68927	1190005P08Rik
Gm6859		
1700125H20Rik	73634	
Olfr187		GA_x54KRFPKG5P-55265713-55264787
Olfr187		MOR183-8
Hoxd9	15438	Hox-4.4
Hoxd9	15438	Hox-5.2
Mgst3	66447	2010012L10Rik
Mgst3	66447	2010306B17Rik
Mgst3	66447	2700004G04Rik
Mgst3	66447	GST-III
Cdv3	321022	2510010F10Rik
Cdv3	321022	C230084J24Rik
Cdv3	321022	TPP36
Olfr188-ps1		GA_x54KRFPKG5P-55279450-55278534
Olfr188-ps1		MOR183-10_p
Olfr189-ps1		GA_x54KRFPKG5P-55292693-55291754
Olfr189-ps1		MOR113-6P
Olfr189-ps1		MOR183-12_p
Olfr1023		GA_x6K02T2Q125-47363965-47364900
Olfr1023		MOR196-3
Gm48509		
Olfr190		GA_x54KRFPKG5P-55303207-55302284
Olfr190		MOR183-4
Gm14057		
A730017L22Rik		
Gm48521		
Efhd1	98363	4931430I01Rik
Efhd1	98363	mitocalcin
Efhd1	98363	PP3051
Nkx6-2		Gtx
Nkx6-2		Nkx6.2
Gm33981		
Chrna2	110902	Acra-2
Chrna2	110902	Acra2
Tex101	56746	1700008H15Rik
Tex101	56746	TES101RP
Rnf17	30054	MMIP-2
Gm28196		
Gm14213		
4931414P19Rik	74359	
Tgm5	74176	2310007C07Rik
Tgm5	74176	TGx
Lrrc52	240899	4930413P14Rik
Zp3	22788	Zp-3
Haglr		6720416L17Rik
Haglr		Mdgt
Dlx3	13393	Dlx-3
Skap1	78473	1700091G21Rik
Skap1	78473	Skap-55
Gm26822		
Efhd1os		Gm16535
Gm40020		
Olfr1024		GA_x6K02T2Q125-47384320-47383337
Olfr1024		MOR197-1
Hoxd8		4921540P06Rik
Hoxd8		Hox-4.3
Hoxd8		Hox-5.4
Sh3rf3	237353	4831416G18Rik
Sh3rf3	237353	Sh3md4
Trpc4ap	56407	4833429F06Rik
Trpc4ap	56407	D2Ertd113e
Trpc4ap	56407	Trp4-associated protein TAP1
Trpc4ap	56407	Trrp4ap
Gm37340		
Preb	50907	
Gm2164		Gm27247
4933407E24Rik		
Mybl1	17864	A-myb
Mybl1	17864	G1-419-6
Mybl1	17864	repro9
Gm13349		
Celf2	14007	B230345P09Rik
Celf2	14007	Cugbp2
Celf2	14007	ETR-3
Celf2	14007	Napor-2
Gm5373		
Gm13350		
Hoxd3	15434	Hox-4.1
Hoxd3	15434	Hox-5.5
Pou3f1		Oct-6
Pou3f1		Oct6
Pou3f1		Otf6
Pou3f1		Scip
Pou3f1		Test1
Pou3f1		Tst-1
Pou3f1		Tst1
Tgm3	21818	TG E
Tgm3	21818	we
Mllt10	17354	Af10
Mllt10	17354	B130021D15Rik
Mllt10	17354	D630001B22Rik
Tmem44	224090	1700007N03Rik
Tmem44	224090	9330161C17Rik
Vpreb3	22364	8HS-20
Vpreb3	22364	Vpreb-3
Fam136b-ps		
Gm44903		
Gm49296		
0610006L08Rik		
4930556N09Rik	75301	
Olfr286		EG629524
Olfr286		GA_x6K02T2NBG7-5528233-5529186
Olfr286		MOR286-2
Gm17197		
AU040972		
Gm7244		
Gm16221		
Gm11199		
Gm48555		
Evi2a	14017	Evi-2
Evi2a	14017	Evi2
Tbc1d31	210544	D330013L20Rik
Tbc1d31	210544	LOC210544
Tbc1d31	210544	Wdr67
Zbtb42	382639	Gm5188
Zbtb42	382639	simiRP58
Gm8613		
Egfl6	54156	Maeg
Gm14909		
Gm46409	108168076	
Gm15719		
Bid	12122	2700049M22Rik
Gm14910		
Gm48763		
Lyrm4		LOC380840
Miox	56727	0610009I10Rik
Miox	56727	Aldrl6
Miox	56727	C85427
Miox	56727	RSOR
Gm18515		
Clps	109791	
Napepld	242864	NAPE-PLD
Tgif2lx2		
Gm14426		
Gm28230		
Tgif2lx1	245583	Tex1
Tgif2lx1	245583	Tgif2lx
Tgif2lx1	245583	Tgifx1
Gm15995		
Gm14424		
Apopt1	68020	1700081D05Rik
Apopt1	68020	2810002N01Rik
Apopt1	68020	Apop-1
Gm48765		
Gm48766		
Omg	18377	
Gm8277		
Nrn1	68404	0710008J23Rik
Nrn1	68404	cpg15
Hoxd3os1		1700064D17Rik
Hoxd3os1		1700109F18Rik
Dlx4		DII D
Dlx4		Dlx-4
Dlx4		Dlx7
1700017N19Rik	66605	
Napsa	16541	Kdap
Napsa	16541	NAP1
Napsa	16541	napsin
Napsa	16541	pronapsin
Rmi2	223970	A630055G03Rik
Rmi2	223970	LOC381034
H1f7	70069	1700026P10Rik
H1f7	70069	H1-7
H1f7	70069	H1fnt
H1f7	70069	H1T2
Gm44260		
Gm44902		
Gm17812		
Nf1	18015	Dsk9
Nf1	18015	Mhdadsk9
Nf1	18015	neurofibromin
Nf1	18015	Nf-1
Gm15226		
Bcl2l13	94044	BCL-RAMBO
Bcl2l13	94044	E430016C20Rik
Bcl2l13	94044	Mil-1
Bcl2l13	94044	Mil1
Dlx4os		A730090H04Rik
Dlx4os		Dlx4as
4930533N22Rik	75205	Gm44904
Gm49960		
Hoxd4	15436	Hox-4.2
Hoxd4	15436	Hox-5.1
Gm21859		
Cyp3a25	56388	
AU015228		
Gm13605		
Gm11514		
Gm1720		LOC382255
Pax3	18505	Pax-3
Pax3	18505	Splchl2
Tmed10-ps		Gm4024
Gm11515		
4933436N17Rik		
Gm48770		
Gm48767		
Gm30177		
Gm18132		
Rpl7a-ps11		Gm7322
Tac4	93670	hemokinin I (HK-1)
Tac4	93670	PPT-C
Gm48769		
4930517E14Rik		
Acad10	71985	2410021P16Rik
Gm21168		
Prdm10	382066	LOC382066
Prdm10	382066	tristanin
Stpg3	74472	4933433C11Rik
Gm47570		
Gm18681		
Gm50467		
Gm7621		
Gm16189		
Gm18760		
Cd99l2	171486	Mic2l1
Dcp1a	75901	1110066A22Rik
Dcp1a	75901	4930568L04Rik
Dcp1a	75901	D14Ertd817e
Dcp1a	75901	Mitc1
Dcp1a	75901	SMIF
Tgm6	241636	TGM3L
Gm15396		
Abhd1	57742	alpha/beta hydrolase-1
Abhd1	57742	LABH-1
Abhd1	57742	LABH1
Gm15996		
Cd69	12515	5830438K24Rik
Cd69	12515	AIM
Cd69	12515	VEA
Tgm7		TGz
Eefsec	65967	
Psmb5	19173	
Tekt2	24084	tektin-t
Rps3a1	20091	Rps3a
Gm12293		
1700086D15Rik		
Timm9	30056	2810011L15Rik
Timm9	30056	Tim10a
Timm9	30056	Timm10
Dnajc1	13418	4733401K02Rik
Dnajc1	13418	D230036H06Rik
Dnajc1	13418	Dnajl1
Dnajc1	13418	ERdj1
Dnajc1	13418	MTJ1
Hacd3	57874	B-ind1
Hacd3	57874	Hspc121
Hacd3	57874	Ptplad1
Uqcr11	66594	0710008D09Rik
Uqcr11	66594	Uqcr
Elac2	68626	1110017O07Rik
Elac2	68626	D11Wsu80e
Elac2	68626	tRNase Z(L)
Gm44971		
Gm36776		
Fads2	56473	2900042M13Rik
Fads2	56473	Fads2a
Utp11	67205	2700082D03Rik
Utp11	67205	Utp11l
Ogfod2	66627	1300006G11Rik
Ogfod2	66627	5730405M13Rik
Rxrg	20183	Nr2b3
Usp16	74112	1200004E02Rik
Usp16	74112	2810483I07Rik
Usp16	74112	6330514E22Rik
Usp16	74112	UBP-M
1700124M09Rik		
Gm12945		ENSMUSG00000073756
Zfp641	239652	9930016F01Rik
Nol7	70078	2210008F15Rik
Nol7	70078	5730556I21Rik
Nol7	70078	NOP27
Nol7	70078	RARG-1
Ntpcr	66566	2310079N02Rik
4933408N05Rik	71122	
Vat1l	270097	
Vmn2r-ps91		
Gm15230		
Gm15231		
Gm8814		
Gpi1	14751	AMF
Gpi1	14751	autocrine motility factor
Gpi1	14751	Gpi-1
Gpi1	14751	Gpi-1r
Gpi1	14751	Gpi-1s
Gpi1	14751	Gpi-1t
Gpi1	14751	Gpi1-r
Gpi1	14751	Gpi1-s
Gpi1	14751	Gpi1-t
Gpi1	14751	maturation factor
Gpi1	14751	MF
Gpi1	14751	neuroleukin
Gpi1	14751	NK
Gpi1	14751	NK/GPI
Gpi1	14751	Org
Psmb11	73902	5830406J20Rik
Psmb11	73902	beta5t
Gm20300		
Fbxw13		
Tomm20l	75266	4930553D19Rik
Gm8817		
Acr	11434	preproacrosin
Sec22a	317717	1810005C06Rik
Sec22a	317717	Sec22l2
Clec3a		1110019O10Rik
Clec3a		Clecsf1
Clec3a		LOC330844
Gm15232		
Srrm1	51796	SRm160
Gm15228		
Gm50440		
Rps12-ps3		Gm10195
Gm29811		
Pdzd8		A630041P07Rik
Pdzd8		Pdzk8
Gm16219		
Gm5134	333669	
Gm9403		
Gm15110		
Tubb4b	227613	4930542G03Rik
Tubb4b	227613	Tubb2c
Gm8303		
Rap2c	72065	2010200P20Rik
Ly6g6g		D730001G18Rik
Ranbp9	56705	IBAP-1
Ranbp9	56705	RanBPM
Chdh	218865	D630034H06Rik
Tmem237	381259	Als2cr4
Tmem237	381259	LOC381259
Gm44265		
Gm33756		Gm45361
Ago3	214150	argonaute 3
Ago3	214150	C130014L07Rik
Ago3	214150	eIF2C3
Gm44264		
Trnau1ap	71787	1110007F05Rik
Trnau1ap	71787	SECp43
Trnau1ap	71787	Trspap1
Gm13351		
1810059C17Rik		
Emx2os		
Lypd10	232972	BC049730
Rbm8a	60365	2310057C03Rik
Rbm8a	60365	Rbm8
Emx2	13797	Pdo
Gm49706		
Amy2a5		Amy-2
Amy2a5		Amy2
Amy2a5		mAmy2-2
Slbp	20492	
Olfr1025-ps1		GA_x6K02T2Q125-47397266-47398205
Olfr1025-ps1		MOR196-5P
Olfr1025-ps1		MOR196-6_p
Gm16220		
Heg1	77446	4632417D23Rik
Heg1	77446	5530401I02Rik
Heg1	77446	9530025L16Rik
Heg1	77446	LOC268884
Fam166a	68222	
Olfr1026		GA_x6K02T2Q125-47402610-47403533
Olfr1026		MOR196-4
Lhfpl5	328789	9330179O15Rik
Lhfpl5	328789	Tmhs
Trim56	384309	A130009K11Rik
Trim56	384309	LOC384309
Trim56	384309	RNF109
Olfr1027-ps1		GA_x6K02T2Q125-47411492-47412238
Olfr1027-ps1		MOR198-2P
Olfr1027-ps1		MOR198-5_p
Gm5387		
Mab21l3	242125	BC037703
Gm15617		
Olfr1028		GA_x6K02T2Q125-47430129-47431103
Olfr1028		MOR198-3P
Olfr1028		MOR198-4
Olfr1028		MOR198-6_p
Olfr1028		Olfr1534-ps1
Gabra4	14397	Gabra-4
Myh7b	668940	Myh14
Gm12301		
Gm47576		
Gm18072		
Glp2r	93896	9530092J08Rik
Glp2r	93896	GLP-2
Nell1os	73515	1700081H22Rik
Fhl3	14201	
Olfr285		GA_x6K02T2NBG7-5440777-5441736
Olfr285		MOR160-3
Gm30238		
Gm30694		
Nell1		B230343H07Rik
Nell1		l7R6
Ado	211488	
Ptpn2	19255	Ptpt
Ptpn2	19255	TC-PTP
Cacna1d	12289	8430418G19Rik
Cacna1d	12289	C79217
Cacna1d	12289	Cacnl1a2
Cacna1d	12289	Cav1.3alpha1
Cacna1d	12289	Cchl1a
Cacna1d	12289	Cchl1a2
Cacna1d	12289	D-LTCC
Gm16272		
1700069B07Rik		
Gm49271		
Adck2	57869	
Usp31	76179	6330567E21Rik
Gm47597		
Sun1	77053	4632417G13Rik
Sun1	77053	5730434D03Rik
Sun1	77053	Unc84a
4930483J18Rik	67638	
Heatr3	234549	C030036P15Rik
Tma16		1810029B16Rik
Gm37493		
Gm37933		
Ppp2r2b	72930	2900026H06Rik
Ppp2r2b	72930	6330404L05Rik
Ppp2r2b	72930	E130009M08Rik
Ppp2r2b	72930	PP2A-PR55B
Ppp2r2b	72930	PR55-BETA
Ppp2r2b	72930	SCA12
Lap3	66988	LAP
Lap3	66988	Pep-7
Lap3	66988	Pep-S
Lap3	66988	Pep7
Lap3	66988	peptidase S
Trpm6	225997	CHAK2
Mthfd1l	270685	2410004L15Rik
Mthfd1l	270685	Fthfsdc1
Gm49522		
Pole3		1810034K18Rik
Pole3		YBL1
Gm5852		
Gm31328		
Cct8	12469	Cctq
Cct8	12469	Tcpq
Gm37578		
Gas7	14457	B230343A10Rik
Gas7	14457	Gas7-cb
Gm37788		
Gm9349		
Sgsm3	105835	1810012I01Rik
Sgsm3	105835	CIP85
Sgsm3	105835	Rutbc3
Gm5773		
Gm37060		
Gm9351		
Rasal2	226525	A330066M24Rik
Lect2	16841	chondromodulin-II
4930563J15Rik		
Gm38562		Gm43477
Gm10797		
Adam11	11488	Mdc
Gabrb1	14400	B230208N19Rik
Gabrb1	14400	Gabrb-1
Gm10459		
Gm12414		
Gm2059		
Aifm3	72168	2810401C16Rik
Mageb10-ps		Mageb10
Tdpoz4	399675	
Ndufb2		1810011O01Rik
Ndufb2		8kDa
Mageb4	434903	CN716893
Mageb4	434903	Mage-b4
Mageb4	434903	mMage-b4
Gm49077		
Gm50173		
Tdpoz3	399674	
Gm10373		
Azin1	54375	1700085L02Rik
Azin1	54375	Oazi
Azin1	54375	Oazin
Azin1	54375	ODC antizyme inhibitor
Muc13	17063	114/A10
Muc13	17063	Ly64
Gm50116		
Gm19457		
Hsp90ab1	15516	C81438
Hsp90ab1	15516	Hsp84
Hsp90ab1	15516	Hsp84-1
Hsp90ab1	15516	Hsp90
Hsp90ab1	15516	Hspcb
Hmox1	15368	D8Wsu38e
Hmox1	15368	heme oxygenase 1
Hmox1	15368	Hmox
Hmox1	15368	HO-1
Hmox1	15368	HO1
Hmox1	15368	Hsp32
Gm8839		
Gm43659		
4930478M09Rik		
Gm32568		
Gm48545		
Tpi-rs5		EG382342
Tpi-rs5		Tpi-5
		
Gm37430		
Gm48546		
Fth-ps2		Fth-rs2
Gm12294		
2010203P06Rik		
Pank1	75735	4632412I06Rik
Pank1	75735	5430426F23Rik
Pank1	75735	Pank1
Pank1	75735	Pank1a
Pank1	75735	Pank1b
Braf	109880	9930012E13Rik
Braf	109880	Braf-2
Braf	109880	Braf2
Braf	109880	D6Ertd631e
Arhgap44	216831	AU040829
Gm9113		
Gm9116		
Ptcd3	69956	2610034F17Rik
Ptcd3	69956	2810422B04Rik
Gm37185		
1700123O20Rik	58248	
Gm9117		
Gm42620		
4933405O20Rik	243996	
Ptpn13	19249	PTP-BL
Ptpn13	19249	PTPL1
Ptpn13	19249	Ptpri
Gm37104		
Tdpoz5	399676	
Gm15616		EG666545
Gm37807		
Gm37481		
Amy2a4	100043684	mAmy2-3
Gm9121		
Gm15657		
3425401B19Rik	100504518	
Acin1	56215	2610036I19Rik
Acin1	56215	2610510L13Rik
Acin1	56215	Acinus
Gm8320		
Gm15111		
Gm15114	100034729	
Als2	74018	3222402C23Rik
Als2	74018	9430073A21Rik
Als2	74018	Als2cr6
Als2	74018	Alsin
Bhlha15	17341	1810009C13Rik
Bhlha15	17341	Bhlhb8
Bhlha15	17341	Mist1
Gm21680	100862368	
Gm9124		
Rcvrn	19674	cancer associated retinopathy protein
Rcvrn	19674	guanylate cyclase activator
Rcvrn	19674	S-modulin
Gm15107		
B230322F03Rik		
Gm28086		
Nudt19		androgen regulated gene RP2
Nudt19		D7Rp2
Nudt19		D7Rp2-r
Nudt19		D7Rp2-s
Nudt19		D7RP2e
Nudt19		RP2-r
Nudt19		RP2-s
Gm44965		
Agxt	11611	Agt1
Agxt	11611	Agxt1
Gm38804		Gm44119
Amdhd2	245847	5730457F11Rik
Gm15113		
Zfp775	243372	C130032F08Rik
Gm15109	100039545	
Gm42420		Gm43816
Gm37085		
Tdpoz9	668359	Gm9125
Socs4		3110032M18Rik
Socs4		A730004F22Rik
Socs4		Socs7
Gm45021		
2810025M15Rik	69953	
4933407I08Rik		
Ly6k	76486	2410015A16Rik
Ly6k	76486	3110035B01Rik
Ly6k	76486	mLy-6K
Repin1	58887	AP4
Repin1	58887	E430037F08Rik
Repin1	58887	Zfp464
Gm8181		
Gm37081		
4930588A03Rik		
Dmrtb1	56296	Dmrt6
Dmrtb1	56296	Prp13
Tdpoz7	100042761	Gm10697
Lypd11	210155	Gm4763
Gm37778		
Lmx1a	110648	Lmx1.1
Lmx1a	110648	shaker short-tail
Gm6058		
Gm28651		
Gm7307		
Gm37155		
Gm20139		
Gm49704		
Zfp709		GIOT-4
Gm50359		
Rgs9bp	243923	R9AP
Rgs9bp	243923	Rgs9-1bp
Gm17189		
Zmat1	215693	B930008K04Rik
Gm44972		
Gm5542		
Gm5111	330305	
Huwe1	59026	5430439H10Rik
Huwe1	59026	Arf-bp1
Huwe1	59026	C430014N20Rik
Huwe1	59026	Ib772
Huwe1	59026	LOC382250
Huwe1	59026	Mule
Huwe1	59026	Ureb1
Ccdc81	70884	4921513D09Rik
Ankrd33b	67434	0610012A05Rik
Ankrd33b	67434	3021401C12Rik
Ankrd33b	67434	5730557B15Rik
Gm7485		
Gstm2	14863	Gstb-2
Gstm2	14863	Gstb2
Per1	18626	Hftm
Per1	18626	m-rigui
Per1	18626	mPer1
Mcm5	17218	Cdc46
Mcm5	17218	mCD46
Mcm5	17218	Mcmd5
Tktl2	74419	4933401I19Rik
Gm21698	100862388	
Atp6v1b1	110935	Atp6b1
Atp6v1b1	110935	D630030L16Rik
Atp6v1b1	110935	D630039P21Rik
Atp6v1b1	110935	lysosomal 56/58kDa
Atp6v1b1	110935	Vpp-3
Atp6v1b1	110935	Vpp3
Cep170b	217882	AW555464
Gm14926		
4933430I17Rik	214106	
Gm30563		
Gm37584		
Gm14929		
Abcd4	19300	P69r
Abcd4	19300	Pxmp1l
Gm16330		
Gm30691		
Gm12899		
Slc22a15	242126	2610034P21Rik
Slc22a15	242126	A530052I06Rik
Gm8454		
Ninj1	18081	
Pabpc5		
Olfr284		GA_x6K02T2NBG7-5395976-5396893
Olfr284		MOR160-4
Gtpbp2	56055	nmf205
Akirin1-ps		Gm11442
Appbp2		1300003O07Rik
Appbp2		PAT1
Gm32364		
Pcm1	18536	2600002H09Rik
Pcm1	18536	9430077F19Rik
Pcm1	18536	C030044G17Rik
Gm37941		
Smtnl2	276829	D130058I21Rik
Zfp280b	64453	D10Jhu82e
Zfp280b	64453	Suhw2
9030612E09Rik	74530	
1700047F07Rik		
Snrpb	20638	SM-B
Snrpb	20638	SM11
Snrpb	20638	SMB
Snrpb	20638	SNRNP-B
Gm45830		
Gm45829		
Padi3	18601	PAD type III
Padi3	18601	Pad3
Padi3	18601	Pdi3
Dnah7a	627872	Dnahc7
Dnah7a	627872	Dnahc7a
Dnah7a	627872	LOC381341
Eif3k	73830	1200009C21Rik
Eif3k	73830	eIF3K
Eif3k	73830	Eif3s12
Rora	19883	9530021D13Rik
Rora	19883	Nr1f1
Rora	19883	tmgc26
Cd177	68891	1190003K14Rik
Cd177	68891	Pdp3
Gm43239		
Npy5r	18168	Y5R
Clec2m	381816	4922502D21Rik
Nfix	18032	
Olfr283	259038	GA_x6K02T2NBG7-5351896-5352825
Olfr283	259038	MOR160-1
Cyp2c50	107141	
Gm8458		
Abhd12b	100504285	LOC328121
Gm18161		
Gm49443		
2700089I24Rik	72647	
Appbp2os		D630032N06Rik
Gm19956		
Cd3d	12500	T3d
Mex3a	72640	2700083E18Rik
Mex3a	72640	Rkhd4
Ggt6	71522	9030405D14Rik
Gm50411		
Gm49310		
Gm7213		
3632454L22Rik		
Gm6498		
Gm49307		
Gm33056		
9530086P17Rik		
Peli2	93834	
Olig3	94222	Bhlhb7
Olig3	94222	bHLHe20
Npy1r	18166	Npyr
Npy1r	18166	Y1-R
Gm33104		
Mrtfa	223701	Bsac
Mrtfa	223701	Mal
Mrtfa	223701	Mkl1
Mrtfa	223701	MRTF-A
Gm49189		
Gm9502		
Clec12a	232413	Micl
Gm49300		
Mapk1ip1l	218975	C130032J12Rik
Gm45832		
Cyp3a59		
Evi2	101488212	Gm21975
Gm12030		
Adal	75894	4930578F03Rik
G730003C15Rik		
Mbnl3	171170	A530038J18Rik
Mbnl3	171170	CHCR
Mbnl3	171170	E430034C16Rik
Gm45696		
Fzd9	14371	frizzled 9
Fzd9	14371	Fz9
Fzd9	14371	mfz9
Gm45577		
4930555F03Rik	75359	
Gm15511		
9430007M09Rik		
Slc25a1	13358	1300019P08Rik
Slc25a1	13358	2610100G11Rik
