HGNC symbol	NCBI gene ID	Gene Synonym
GFI1B	8328	ZNF163B
		
		
		
LINC01609		
STX2	2054	EPIM
STX2	2054	EPM
STX2	2054	STX2A
STX2	2054	STX2B
STX2	2054	STX2C
OR14I1	401994	OR5BU1
OR14I1	401994	OR5BU1P
MTCYBP44		
PLD4	122618	C14orf175
		
NPM1P41		
GZMK	3003	PRSS
GZMK	3003	TRYP2
AHCYP8		
		
		
		
RASGEF1B	153020	FLJ31695
RASGEF1B	153020	GPIG4
EEF1A1P37		
LYPD8	646627	
ELOVL4	6785	CT118
ELOVL4	6785	SCA34
ELOVL4	6785	STGD2
ELOVL4	6785	STGD3
		
PCNPP4		
DONSON	29980	B17
DONSON	29980	C21orf60
DONSON	29980	C2TA
DONSON	29980	DKFZP434M035
ZDHHC8P1		FLJ31568
ZDHHC8P1		ZDHHC8P
PUM2	23369	KIAA0235
PUM2	23369	PUMH2
C11orf45	219833	FLJ43646
C11orf45	219833	MGC35558
BRAFP1		BRAF2
BRAFP1		BRAFPS2
TTC3P1		RNF105L
TTC3P1		TTC3L
MAGEE2	139599	HCA3
JUNB	3726	
SGPL1	8879	SPL
ECE2	9718	KIAA0604
ECE2	9718	MGC2408
		
		
		
KCNE4	23704	MiRP3
KCNJ5	3762	CIR
KCNJ5	3762	GIRK4
KCNJ5	3762	KATP1
KCNJ5	3762	Kir3.4
KCNJ5	3762	LQT13
LINC02237		RP11-1101K5.1
RPL21P90		
RTBDN	83546	FLJ36353
		
ZNF426	79088	MGC2663
PPIAP37		
HIGD1AP4		
ENTPD1-AS1		
		
H2AZP7		
		
SERPINA15P		
TBC1D4	9882	AS160
TBC1D4	9882	DKFZp779C0666
TBC1D4	9882	KIAA0603
LINC01867		
CDK5P1		CDK5PS
		
		
		
KNOP1P3		
		
LAT2	7462	HSPC046
LAT2	7462	LAB
LAT2	7462	NTAL
LAT2	7462	WBSCR15
LAT2	7462	WBSCR5
LAT2	7462	WSCR5
		
		
		
NSL1	25936	C1orf48
NSL1	25936	DC8
NSL1	25936	DKFZP566O1646
NSL1	25936	MIS14
LYZL6	57151	LYC1
LYZL6	57151	PRO1485
LYZL6	57151	TKAL754
BEND3	57673	KIAA1553
ZNF863P		
		
CRYGGP		CRYGGP1
RPL35AP18		
CDH8	1006	
		
		
GAPDHP63		GAPDHL8
GAPDHP63		GAPDL8
LSM2	57819	C6orf28
LSM2	57819	G7b
LSM2	57819	YBL026W
PTMAP1		Em:AB023049.6
ZNF213	7760	CR53
ZNF213	7760	ZKSCAN21
ZNF213	7760	ZSCAN53
RILP	83547	FLJ31193
MYSM1	114803	KIAA1915
SRPX2	27286	SRPUL
TSC1	7248	hamartin
TSC1	7248	KIAA0243
TSC1	7248	LAM
TSC1	7248	TSC
SH2D5	400745	
RUNX3	864	AML2
RUNX3	864	CBFA3
RUNX3	864	PEBP2A3
	114841035	
		
NR5A1	2516	AD4BP
NR5A1	2516	ELP
NR5A1	2516	FTZ1
NR5A1	2516	FTZF1
NR5A1	2516	hSF-1
NR5A1	2516	SF-1
NR5A1	2516	SF1
GAPDHP47		
SLC9A9-AS2		
TRIM69	140691	RNF36
TRIM69	140691	Trif
TRIM69	140691	TRIMLESS
ST13P15		
SLC9A9	285195	FLJ35613
SLC9A9	285195	NHE9
		
PHF1	5252	MTF2L2
PHF1	5252	PCL1
PHF1	5252	TDRD19C
		
RPL26P29		
		
SAR1AP4		
		
		
PCBD1	5092	DCOH
PCBD1	5092	PCBD
PCBD1	5092	PCD
		
		
		
		
FKBP2	2286	FKBP-13
FKBP2	2286	FKBP13
FKBP2	2286	PPIase
		
		
		
MRGPRD	116512	mrgD
C6orf47	57827	D6S53E
C6orf47	57827	G4
C6orf47-AS1		
	114108587	
		
		
PBDC1	51260	CXorf26
PBDC1	51260	MGC874
		
SLC32A1	140679	bA122O1.1
SLC32A1	140679	VGAT
SLC32A1	140679	VIAAT
POLR3B	55703	FLJ10388
POLR3B	55703	RPC2
RPSAP2		bA60E24.1
RPSAP2		LAMR1P2
		
NOP56P1		dJ207F6.1
NOP56P1		NOL5B
NOP56P1		NOL5BP
NOP56P1		NOP56-L
		
ZNF205	7755	Zfp13
ZNF205	7755	ZNF210
		
		
		
LINC02793		
		
RNF44	22838	KIAA1100
		
NPFF	8620	FMRFAL
	110599563	
		
		
		
		
COX5BP1		COX5BL1
LDHBP2		LDHBL2
LDHBP2		LDHBP
		
		
SYTL4	94121	
LINC02009		
MRGPRF	116535	GPR140
MRGPRF	116535	GPR168
MRGPRF	116535	MGC21621
MRGPRF	116535	mrgF
MAGEE1	57692	DAMAGE
MAGEE1	57692	KIAA1587
LY6G6E		C6orf22
LY6G6E		G6e
		
TRAPPC13P1		
SLC9A9-AS1		
		
		
LY6G6D	58530	C6orf23
LY6G6D	58530	G6D
LY6G6D	58530	Ly6-D
LY6G6D	58530	MEGT1
LY6G6D	58530	NG25
LY6G6D	110599563	C6orf23
LY6G6D	110599563	G6D
LY6G6D	110599563	Ly6-D
LY6G6D	110599563	MEGT1
LY6G6D	110599563	NG25
MRGPRF-AS1		
FTX		FLJ33139
FTX		LINC00182
FTX		MIR374AHG
FTX		NCRNA00182
AFF4	27125	AF5Q31
AFF4	27125	MCEF
MAP11	55262	C7orf43
MAP11	55262	FLJ10925
MRPL10	124995	L10MT
MRPL10	124995	MGC17973
MRPL10	124995	MRP-L10
MRPL10	124995	MRP-L8
MRPL10	124995	MRPL8
MRPL10	124995	RPML8
		
		
		
RPL13P		BBC1p
RPL13P		dJ111M5.1
DIPK2A	205428	C3orf58
DIPK2A	205428	DIA1
DIPK2A	205428	HASF
DIPK2A	205428	MGC33365
GTF2H2	2966	BTF2
GTF2H2	2966	BTF2P44
GTF2H2	2966	p44
GTF2H2	2966	T-BTF2P44
GTF2H2	2966	TFIIH
GTF2H2	728340	BTF2
GTF2H2	728340	BTF2P44
GTF2H2	728340	p44
GTF2H2	728340	T-BTF2P44
GTF2H2	728340	TFIIH
LINC01623		
LRRC8D	55144	FLJ10470
LRRC8D	55144	LRRC5
		
ZNF771	51333	DSC43
		
LY6G6F	259215	C6orf21
LY6G6F	259215	G6f
LY6G6F	259215	LY6G6D
LY6G6F	259215	NG32
		
	105370969	
		
		
		
HOOK2	29911	HK2
		
		
		
		
LINC02623		
LINC02425		
DCTPP1	79077	CDA03
DCTPP1	79077	MGC5627
DCTPP1	79077	RS21C6
DCTPP1	79077	XTP3TPA
EIF3KP3		
LINC01264		RP11-124O11.2
RPL21P18		ENSG00000184796
PDSS2	57107	bA59I9.3
PDSS2	57107	C6orf210
PDSS2	57107	COQ1B
		
TTC39CP1		
		
ARHGAP28	79822	FLJ10312
ARHGAP28	79822	KIAA1314
LARP7P4		
FAM210B	116151	C20orf108
FAM210B	116151	dJ1167H4.1
FAM210B	116151	DKFZP434A1114
		
EEF1DP3		
ZNF213-AS1		
GM2AP1		GM2AP
LRRC8C	84230	AD158
		
RPL21P39		
OR7E59P		OR7E137P
OR7E59P		OR7E59
OR7E59P		OST119
		
		
OR7E136P		OR7E139P
OR7E136P		OR7E147P
		
WNK1	65125	HSAN2
WNK1	65125	HSN2
WNK1	65125	PPP1R167
WNK1	65125	PRKWNK1
		
		
		
		
BPNT1	10380	
DPY19L4P1		
		
TUBBP8		
OR4A1P		OR11-30
OR4A1P		OR4A20P
		
		
ACO2	50	ACONM
LRRC8C-DT		FLJ27354
		
RPS17P13		
		
SCG2	7857	CHGC
SCG2	7857	SgII
SCG2	7857	SN
		
CAPN7	23473	PalBH
SPACA7	122258	C13orf28
ELMO1	9844	CED-12
ELMO1	9844	CED12
ELMO1	9844	ELMO-1
ELMO1	9844	KIAA0281
KSR1	8844	KSR
KSR1	8844	RSU2
RPS24P12		
		
MOB2	81532	HCCA2
SON	6651	BASS1
SON	6651	C21orf50
SON	6651	DBP-5
SON	6651	FLJ21099
SON	6651	FLJ33914
SON	6651	KIAA1019
SON	6651	NREBP
DVL3	1857	KIAA0208
LEP	3952	OB
LEP	3952	OBS
SH3D21	79729	C1orf113
SH3D21	79729	FLJ22938
SH3BP5L	80851	KIAA1720
		
		
		
LAMTOR4	389541	C7orf59
		
ABCG2	9429	ABCP
ABCG2	9429	BCRP
ABCG2	9429	CD338
ABCG2	9429	EST157481
ABCG2	9429	MXR
		
		
LRRC8B	23507	KIAA0231
LRRC8B	23507	TA-LRRP
JUN	3725	AP-1
JUN	3725	c-Jun
NSD2	7468	KMT3G
NSD2	7468	MMSET
NSD2	7468	WHSC1
		
CLOCK	9575	bHLHe8
CLOCK	9575	KAT13D
CLOCK	9575	KIAA0334
PPIAP9		Em:AC006046.3
PPIAP9		PPIP9
		
		
MRPS25	64432	DKFZp313H0817
MRPS25	64432	FLJ00023
MRPS25	64432	MRP-S25
MRPS25	64432	RPMS25
LINC02777		
		
ALG1L5P		
		
GJD3	125111	Cx30.2
GJD3	125111	CX31.9
GJD3	125111	GJA11
GJD3	125111	GJC1
		
PPIAP54		
RPL15P4		Em:AC006046.2
ITGB1BP1	9270	ICAP-1A
ITGB1BP1	9270	ICAP-1alpha
ITGB1BP1	9270	ICAP-1B
ITGB1BP1	9270	ICAP1
ITGB1BP1	9270	ICAP1A
ITGB1BP1	9270	ICAP1B
		
PLOD2	5352	LH2
		
		
		
EVA1B	55194	C1orf78
EVA1B	55194	FAM176B
EVA1B	55194	FLJ10647
		
LINC01135		
SLC25A3	5250	PHC
KRTAP5-2	440021	KRTAP5-8
KRTAP5-2	440021	KRTAP5.2
RPS3AP36		
DUSP8	1850	C11orf81
DUSP8	1850	FLJ42958
DUSP8	1850	HB5
DUSP8	1850	HVH-5
EEF1B2P5		
		
SEMA3B	7869	LUCA-1
SEMA3B	7869	SemA
SEMA3B	7869	sema5
SEMA3B	7869	SEMAA
SEMA3B	7869	semaV
OR4A49P		
OR4A18P		
RIC8B	55188	FLJ10620
RIC8B	55188	hSyn
RIC8B	55188	RIC8
OR4A19P		
OR4R3P		
SOBP	55084	FLJ10159
KRTAP5-AS1		
		
		
KRTAP5-1	387264	KRN1L
KRTAP5-1	387264	KRTAP5.1
		
RPL7AP34		
FMNL2	114793	FHOD2
FMNL2	114793	KIAA1902
		
FGD5	152273	FLJ00274
FGD5	152273	FLJ39957
FGD5	152273	ZFYVE23
SGTA	6449	SGT
C14orf119	55017	FLJ20671
PTP4A1	7803	PRL-1
PTP4A1	7803	PRL1
PTP4A1	7803	PTPCAAX1
ATP6V0E1P1		
		
		
LINC01840		EIF2B5-AS1
MTRNR2L13		
RAB6A	5870	RAB6
LINC01839		EIF2B5-IT1
TRMT112P1		
		
		
CUL4AP1		
ACIN1	22985	ACINUS
ACIN1	22985	fSAP152
ACIN1	22985	KIAA0670
LINC02622		
POLR3H	171568	KIAA1665
POLR3H	171568	RPC8
		
		
ACTN4P1		
ABCF3	55324	EST201864
		
		
FURIN	5045	FUR
FURIN	5045	PACE
FURIN	5045	PCSK3
FURIN	5045	SPC1
		
		
		
CISD3	284106	Miner2
CISD3	284106	MiNT
		
		
		
		
ELOBP2		TCEB2P2
		
		
RNASEH2A	10535	AGS4
RNASEH2A	10535	RNASEHI
RNASEH2A	10535	RNHIA
RNASEH2A	10535	RNHL
TRAM1L1	133022	MGC26568
PCGF2	7703	MEL-18
PCGF2	7703	RNF110
PCGF2	7703	ZNF144
		
OR4C13	283092	
DDX39B	7919	BAT1
DDX39B	7919	D6S81E
DDX39B	7919	UAP56
OR4C12	283093	
		
MC5R	4161	
		
FNDC9	408263	C5orf40
FNDC9	408263	MGC27121
		
CDRT15P2		CDRT15L1
PRDX2	7001	MGC4104
PRDX2	7001	NKEFB
PRDX2	7001	PRP
PRDX2	7001	PRX2
PRDX2	7001	PRXII
PRDX2	7001	TDPX1
PRDX2	7001	TSA
RBM48	84060	C7orf64
RBM48	84060	DKFZp564O0523
RBM48	84060	HSPC304
BNIP3P4		
		
ZSWIM5P1		
		
		
		
IL6STP1		IL6STP
		
NIPAL4	348938	ICHYN
C3orf85	401081	FLJ22763
MC2R	4158	ACTHR
		
MSH5	4439	G7
TMEM165	55858	GDT1
TMEM165	55858	TMPT27
TMEM165	55858	TPARL
MEIS3P1		MEIS3
MEIS3P1		MEIS4
MEIS3P1		MRG2
ITLN1	55600	FLJ20022
ITLN1	55600	hIntL
ITLN1	55600	HL-1
ITLN1	55600	ITLN
ITLN1	55600	LFR
		
		
LNCSRLR		lncRNA-SRLR
PRPF38AP2		
GANAB	23193	G2AN
GANAB	23193	GIIA
GANAB	23193	GluII
GANAB	23193	KIAA0088
LINC00488		C3orf66
LINC00488		FLJ41232
RPS10P14		
ELMO1-AS1		
		
		
ATG14	22863	ATG14L
ATG14	22863	KIAA0831
BEND7	222389	C10orf30
BEND7	222389	FLJ40283
		
MAST1	22983	KIAA0973
MAST1	22983	SAST
		
FEM1B	10116	
DPPA2	151871	CT100
DPPA2	151871	PESCRG1
		
		
		
		
		
		
		
		
		
LLPH	84298	C12orf31
LLPH	84298	hLLP
LLPH	84298	MGC14817
LINC02538		
LINC02746		
LINC01659		
		
RAN	5901	ARA24
RAN	5901	Gsp1
RAN	5901	TC4
KRT37	8688	KRTHA7
FGD5-AS1		
		
		
		
		
OR4C48P		
LGALS9	3965	LGALS9A
		
SH3TC2	79628	CMT4C
SH3TC2	79628	KIAA1985
OR4C45	403257	
		
		
		
OR4C49P		
FAM230I		LINC01658
TMBIM4	51643	CGI-119
TMBIM4	51643	GAAP
TMBIM4	51643	LFG4
TMBIM4	51643	S1R
TMBIM4	51643	ZPRO
		
CYFIP2	26999	PIR121
		
ZC2HC1B	153918	C6orf94
ZC2HC1B	153918	dJ468K18.5
ZC2HC1B	153918	FAM164B
GTF2IP11		
LINC02557		
		
SPECC1P1		
KRT18P45		
		
		
LINC02087		
		
SNRPGP16		
		
RANBP10	57610	KIAA1464
NR2C2	7182	hTAK1
NR2C2	7182	TAK1
NR2C2	7182	TR2R1
NR2C2	7182	TR4
		
		
MUC19	283463	FLJ35746
HACD1	9200	CAP
HACD1	9200	PTPLA
		
		
		
LINC00670		FLJ34690
		
C5orf30	90355	FLJ25291
BMS1P12		
ANKRD23	200539	DARP
ANKRD23	200539	FLJ32449
ANKRD23	200539	MARP3
ACTR5	79913	Arp5
ACTR5	79913	FLJ12785
ACTR5	79913	INO80M
		
		
ADORA2B	136	
THSD8		
		
		
UHRF2P1		
		
		
BMP2KL		
		
		
PHACTR2	9749	C6orf56
PHACTR2	9749	KIAA0680
		
GAPDHP19		
		
DDX3P2		DDX3YP2
ARHGEF2-AS1		
		
RAB11FIP1P1		
MTNR1B	4544	
ATP5MDP1		USMG5P1
DDX3P1		DDX3YP1
		
ARHGEF2	9181	GEF-H1
ARHGEF2	9181	GEFH1
ARHGEF2	9181	KIAA0651
ARHGEF2	9181	Lfc
ARHGEF2	9181	LFP40
ARHGEF2	9181	P40
KRT31	3881	Ha-1
KRT31	3881	KRTHA1
TRIM50	135892	FLJ32804
TRIM50	135892	TRIM50A
		
MPIG6B	80739	C6orf25
MPIG6B	80739	G6b
MPIG6B	80739	G6b-B
MPIG6B	80739	NG31
SPRYD7P1		
EIF1P7		
JPX		DCBALD06
JPX		ENOX
JPX		LINC00183
JPX		NCRNA00183
ALDH1B1	219	ALDH5
ALDH1B1	219	ALDHX
PDGFRB	5159	CD140b
PDGFRB	5159	JTK12
PDGFRB	5159	PDGFR
PDGFRB	5159	PDGFR1
TBPL2	387332	TBP2
TBPL2	387332	TRF3
FGF16	8823	MF4
ASAP2	8853	CENTB3
ASAP2	8853	DDEF2
ASAP2	8853	KIAA0400
ASAP2	8853	PAP
ASAP2	8853	SHAG1
SEPHS2	22928	SPS2
SEPHS2	22928	SPS2b
LINC00649		TCONS_00028768
VWA5B2	90113	DKFZp761K032
VWA5B2	90113	LOC90113
ZNF519	162655	FLJ36809
ZNF519	162655	HsT2362
RPL21P6		
		
		
		
		
		
KCND3-AS1		
ANKRD39	51239	MGC41816
		
KCND3-IT1		
DUT	1854	dUTPase
		
ZNF185	7739	SCELL
KCND3	3752	KSHIVB
KCND3	3752	Kv4.3
KCND3	3752	SCA19
KCND3	3752	SCA22
TBX19	9095	dj747L4.1
TBX19	9095	TPIT
BTF3P6		
		
TOP2A	7153	TOP2
SYF2	25949	CBPIN
SYF2	25949	DKFZp564O2082
SYF2	25949	fSAP29
SYF2	25949	NTC31
SYF2	25949	p29
CNNM3	26505	ACDP3
		
		
		
IFRD2	7866	IFNRP
IFRD2	7866	SKMc15
IFRD2	7866	SM15
		
		
IGKV1OR9-1		IGKV1/OR9-1
FOXD4L5	653427	bA15J10.2
FOXD4L5	653427	OTTHUMG00000013332
RAPGEF6	51735	PDZ-GEF2
RAPGEF6	51735	PDZGEF2
RAPGEF6	51735	RA-GEF-2
TUBG2	27175	
DPPA4	55211	FLJ10713
ADA	100	
		
NR2F6	2063	EAR-2
NR2F6	2063	EAR2
NR2F6	2063	ERBAL2
ZNF426-DT		
RPL36AP55		
		
LY6G6C	80740	C6orf24
LY6G6C	80740	G6c
LY6G6C	80740	NG24
		
CPSF3	51692	CPSF-73
CPSF3	51692	CPSF73
CPSF3	51692	YSH1
ZNF121	7675	D19S204
ZNF121	7675	ZHC32
ZNF121	7675	ZNF20
ARMC4	55130	CILD23
ARMC4	55130	DKFZP434P1735
ARMC4	55130	FLJ10376
ARMC4	55130	FLJ10817
SNAI2	6591	SLUG
SNAI2	6591	SLUGH
SNAI2	6591	SLUGH1
SNAI2	6591	SNAIL2
ZNF563	147837	FLJ34797
RPL26P31		
CBWD4P		
		
LINC02487		
SERF1B	8293	FAM2B
SERF1B	8293	H4F5C
SERF1B	728492	FAM2B
SERF1B	728492	H4F5C
		
		
		
CRYZL1	9946	4P11
CRYZL1	9946	QOH-1
USHBP1	83878	AIEBP
USHBP1	83878	FLJ38709
USHBP1	83878	MCC2
MED31	51003	CGI-125
MED31	51003	Soh1
KRT34	3885	Ha-4
KRT34	3885	KRTHA4
KRT34	100653049	Ha-4
KRT34	100653049	KRTHA4
		
LLPH-DT		LLPH-AS1
		
LINC02750		
		
		
SETP3		SETP13
SSR1P1		
MCCD1	401250	
FRG1KP		
HSF5	124535	FLJ40311
		
PDZPH1P		
		
IYD	389434	C6orf71
IYD	389434	DEHAL1
IYD	389434	dJ422F24.1
		
AFDN-DT		AFDN-AS1
AFDN-DT		C6orf124
AFDN-DT		dJ431P23.3
AFDN-DT		HGC6.4
AFDN-DT		MLLT4-AS1
		
FAM86LP		
		
		
CLCN2	1181	ClC-2
CLCN2	1181	CLC2
CLCN2	1181	EJM6
TXNDC17	84817	MGC14353
TXNDC17	84817	TRP14
TXNDC17	84817	TXNL5
		
		
		
LINC02438		
		
		
ITLN2	142683	HL-2
LINC01558		C6orf123
LINC01558		dJ431P23.4
LINC01558		HGC6.2
LINC01558		LINC01557
		
		
KANSL2	54934	C12orf41
KANSL2	54934	FLJ20436
KANSL2	54934	NSL2
LINC02115		
CD164	8763	DFNA66
CD164	8763	MGC-24
CD164	8763	MUC-24
		
ATAD3B	83858	KIAA1273
ATAD3B	83858	TOB3
		
		
		
		
GPBP1L1	60313	SP192
KAT8	84148	FLJ14040
KAT8	84148	hMOF
KAT8	84148	MOF
KAT8	84148	MYST1
KAT8	84148	ZC2HC8
OR4C50P		
ZNF442	79973	FLJ14356
		
RPL23AP75		
		
LSMEM2	132228	C3orf45
LSMEM2	132228	FLJ38608
		
		
LMLN2	100128908	
FAM133B	257415	MGC40405
KIAA0753	9851	MNR
KIAA0753	9851	OFIP
HYAL3	8372	LUCA-3
HYAL3	8372	LUCA14
HYAL3	8372	Minna14
CDCA4	55038	FLJ20764
CDCA4	55038	Hepp
CYYR1	116159	C21orf95
PKIG	11142	
USP28	57646	KIAA1515
CLBA1	122616	C14orf79
RPSAP14		LAMR1P14
RPSAP14		LAMRL4
RPSAP14		LAMRP4
		
		
		
MKRN5P		MKRNP1
MKRN5P		ZNF-Xq
MKRN5P		ZNF127L2
ANKLE1	126549	ANKRD41
ANKLE1	126549	FLJ39369
ANKLE1	126549	LEMD6
KRTAP5-3	387266	KRTAP5-9
KRTAP5-3	387266	KRTAP5.3
C6	729	
		
		
		
		
KRTAP5-4	387267	KRTAP5.4
		
LTV1	84946	C6orf93
LTV1	84946	dJ468K18.4
LTV1	84946	FLJ14909
CYYR1-AS1		
MARCHF3	115123	MARCH-III
MARCHF3	115123	MARCH3
MARCHF3	115123	MGC48332
MARCHF3	115123	RNF173
NAA80	24142	FUS2
NAA80	24142	NAT6
		
		
C1GALT1	56913	C1GALT
C1GALT1	56913	T-synthase
		
IPP	3652	KLHL27
PHACTR2-AS1		lncIHS
PHACTR2-AS1		NR027113
		
DYNC1LI1	51143	DNCLI1
PPDPFL	492307	C8orf22
SUMO1	7341	GMP1
SUMO1	7341	OFC10
SUMO1	7341	PIC1
SUMO1	7341	SMT3C
SUMO1	7341	SMT3H3
SUMO1	7341	SUMO-1
SUMO1	7341	UBL1
		
		
		
		
		
		
KRTAP5-5	439915	KRTAP5-11
KRTAP5-5	439915	KRTAP5.5
		
LINC02568		
ADGRD1-AS1		LACAT8
		
RPS29P23		
IGFBPL1	347252	bA113O24.1
RET	5979	CDHF12
RET	5979	CDHR16
RET	5979	HSCR1
RET	5979	MEN2A
RET	5979	MEN2B
RET	5979	MTC1
RET	5979	PTC
RET	5979	RET51
PRPF19	27339	hPSO4
PRPF19	27339	NMP200
PRPF19	27339	PRP19
PRPF19	27339	PSO4
PRPF19	27339	SNEV
PRPF19	27339	UBOX4
		
LINC02283		
		
		
GPANK1	7918	ANKRD59
GPANK1	7918	BAT4
GPANK1	7918	D6S54E
GPANK1	7918	G5
GPANK1	7918	GPATCH10
FAM99A		FLJ42833
		
ZHX2	22882	KIAA0854
		
		
		
ITM2BP1		HsT33912
ITM2BP1		ITM2BP
		
SAPCD1-AS1		C6orf26-AS1
		
IKBKG	8517	FIP-3
IKBKG	8517	FIP3
IKBKG	8517	Fip3p
IKBKG	8517	IKK-gamma
IKBKG	8517	IP1
IKBKG	8517	IP2
IKBKG	8517	NEMO
IKBKG	8517	ZC2HC9
FAM99B	100132464	DKFZp781M09150
LINC02260		
		
BCORP1		BCORL2
BCORP1		FLJ39821
		
		
		
MSH5-SAPCD1		MSH5-C6orf26
		
LMF2	91289	TMEM112B
LMF2	91289	TMEM153
ADGRD1	283383	DKFZp434B1272
ADGRD1	283383	GPR133
ADGRD1	283383	PGR25
TMEM69	51249	C1orf154
TMEM69	51249	FLJ21029
		
LINC02011		FLJ31836
LINC02708		
		
PTCSC3		
LINC00609		
PTPN22	26191	Lyp
PTPN22	26191	Lyp1
PTPN22	26191	Lyp2
PTPN22	26191	PTPN8
SSR2	6746	TLAP
SSR2	6746	TRAPB
		
RPS15AP10		
		
		
		
		
QRSL1P1		
		
		
		
ITGAL	3683	CD11A
ITGAL	3683	LFA-1
		
		
LIPG	9388	EDL
PPP1R14B-AS1		
KIAA1191	57179	FLJ21022
KIAA1191	57179	p33MONOX
KIAA1191	57179	p60MONOX
		
PPP1R14B	26472	PHI-1
PPP1R14B	26472	PLCB3N
PPP1R14B	26472	PNG
PPP1R14B	26472	SOM172
XCL2	6846	SCM-1b
XCL2	6846	SCYC2
		
		
		
		
		
		
		
IGFBP4	3487	BP-4
IGFBP4	3487	HT29-IGFBP
IGFBP4	3487	IBP4
IGFBP4	3487	IGFBP-4
ZNF490	57474	KIAA1198
FAM201A		C9orf122
MMP11	4320	STMY3
XCL1	6375	ATAC
XCL1	6375	LPTN
XCL1	6375	LTN
XCL1	6375	SCM-1
XCL1	6375	SCM-1a
XCL1	6375	SCYC1
BABAM1	29086	C19orf62
BABAM1	29086	FLJ20571
BABAM1	29086	HSPC142
BABAM1	29086	MERIT40
BABAM1	29086	NBA1
TUBGCP3	10426	GCP3
TUBGCP3	10426	SPBC98
TUBGCP3	10426	Spc98p
LGALS4	3960	GAL4
		
FAM220BP		bA392E22.4
FAM220BP		C9orf51
TCEA1P3		
		
MTND2P40		
ANKRD18A	253650	FLJ35740
ANKRD18A	253650	KIAA2015
		
		
		
		
		
SAPCD1	401251	C6orf26
SAPCD1	401251	NG23
CSNK2B	1460	Ckb1
CSNK2B	1460	Ckb2
ATP5PO	539	ATP5O
ATP5PO	539	ATPO
ATP5PO	539	OSCP
KIF6	221458	C6orf102
KIF6	221458	dJ1043E3.1
KIF6	221458	dJ137F1.4
KIF6	221458	dJ188D3.1
KIF6	221458	DKFZp451I2418
KIF6	221458	MGC33317
MTCO2P27		
RPL5P28		
MTATP6P27		
C4orf54	285556	FOPV
C4orf54	285556	LOC285556
HMCN2	256158	DKFZp434P0216
HMCN2	256158	FLJ23816
RPS18P6		
CD93	22918	C1qR(P)
CD93	22918	C1QR1
CD93	22918	C1qRP
CD93	22918	CDw93
CD93	22918	dJ737E23.1
CD93	22918	ECSM3
CD93	22918	MXRA4
		
TRHR	7201	
MRPL35P3		
RAB5CP1		
SMUG1P1		
ZNF564	163050	MGC26914
RPSAP6		AC022026.3
RPSAP6		LAMR1P6
		
		
CHCHD10	400916	C22orf16
CHCHD10	400916	MIX17A
CHCHD10	400916	N27C7-4
		
		
LINC00656		
MED15	51586	Arc105
MED15	51586	CAG7A
MED15	51586	PCQAP
MED15	51586	TIG-1
MED15	51586	TNRC7
		
ADK	132	AK
OR4C46	119749	
DAPP1	27071	BAM32
		
OR4C7P		
		
		
TBC1D31	93594	Gm85
TBC1D31	93594	MGC21654
TBC1D31	93594	WDR67
MAP3K21	84451	KIAA1804
MAP3K21	84451	MLK4
OR4R2P		
		
CSPG4	1464	HMW-MAA
CSPG4	1464	MCSP
CSPG4	1464	MCSPG
CSPG4	1464	MEL-CSPG
CSPG4	1464	MSK16
CSPG4	1464	NG2
ZNF799	90576	HIT-40
ZNF799	90576	MGC71805
ZNF799	90576	ZNF842
COL9A3	1299	DJ885L7.4.1
COL9A3	1299	EDM3
COL9A3	1299	FLJ90759
COL9A3	1299	IDD
COL9A3	1299	MED
		
F11R	50848	CD321
F11R	50848	JAM-1
F11R	50848	JAM-A
F11R	50848	JAM1
F11R	50848	JAMA
F11R	50848	JCAM
F11R	50848	PAM-1
OR4A4P		OR4A4
		
C22orf15	150248	FLJ36561
C22orf15	150248	N27C7-3
AP1S3	130340	
VN1R48P		
AMPD2	271	SPG63
GAS2L1P1		
		
NUDT12	83594	DKFZP761I172
SNX18P3		
		
ZNF709	163051	FLJ38281
		
FAM95C		
		
		
		
		
		
SULT4A1	25830	hBR-STL-1
SULT4A1	25830	SULTX3
TEX13C	100129520	
OR4A3P		
PRPF6	24148	ANT-1
PRPF6	24148	bB152O15.1
PRPF6	24148	C20orf14
PRPF6	24148	hPrp6
PRPF6	24148	Prp6
PRPF6	24148	RP60
PRPF6	24148	SNRNP102
PRPF6	24148	TOM
PRPF6	24148	U5-102K
ECE2	110599583	KIAA0604
ECE2	110599583	MGC2408
OR4A2P		
		
KNDC1	85442	bB439H18.3
KNDC1	85442	C10orf23
KNDC1	85442	FLJ25027
KNDC1	85442	KIAA1768
KNDC1	85442	RASGEF2
KNDC1	85442	v-KIND
KNDC1	85442	Very-KIND
		
ARMC8P1		
		
		
		
		
ZNF443	10224	ZK1
		
		
DCAF12L2	340578	WDR40C
WDFY1	57590	FENS-1
WDFY1	57590	KIAA1435
WDFY1	57590	WDF1
WDFY1	57590	ZFYVE17
ITGA11	22801	HsT18964
DNAJC11	55735	FLJ10737
		
PPIAP20		
M1AP	130951	C2orf65
M1AP	130951	D6Mm5e
M1AP	130951	SPATA37
CDX1	1044	
KCNK1	3775	DPK
KCNK1	3775	K2p1.1
KCNK1	3775	TWIK-1
ZNF791	163049	FLJ90396
SPRN	503542	bA108K14.1
SPRN	503542	FLJ41197
SPRN	503542	Shadoo
SPRN	503542	Sprn
